Inventario;Autore;Ambito culturale;Datazione;Titolo-soggetto;Materiali;Immagine;lsreferenceby
2683/C;;manifattura Du Paquier - Vienna;XVIII;figura di bottaio;porcellana;http://93.62.170.226/foto/M0001968.jpg;http://www.palazzomadamatorino.it/it/node/25252
2684/C;;fabbrica di Vienna;;paesi;porcellana;http://93.62.170.226/foto/M0001969.jpg;http://www.palazzomadamatorino.it/it/node/8540
2685/C;;manifattura Du Paquier - Vienna;XVIII;soggetti cinesi;porcellana;http://93.62.170.226/foto/M0001970.jpg;http://www.palazzomadamatorino.it/it/node/8541
2689/C;;manifattura Du Paquier - Vienna;XVIII;scene dalle Metamorfosi;porcellana;http://93.62.170.226/foto/M0001975.jpg;http://www.palazzomadamatorino.it/it/node/25254
2690/C;;manifattura Du Paquier - Vienna;1725 - 1730;calamaio;porcellana;http://93.62.170.226/foto/M0001976.jpg;http://www.palazzomadamatorino.it/it/node/28760
2691/C;Bottengruber Ignazio;manifattura Du Paquier - Vienna;1730 - 1735;scene bacchiche/ stemma;porcellana;http://93.62.170.226/foto/M0001977.jpg;http://www.palazzomadamatorino.it/it/node/8542
2694/C;;fabbrica di Vienna;XVIII;zuppiera;porcellana;http://93.62.170.226/foto/M0001980.jpg;http://www.palazzomadamatorino.it/it/node/28762
2695/C;;manifattura Du Paquier - Vienna;XVIII;paesaggi;porcellana;http://93.62.170.226/foto/M0001981.jpg;http://www.palazzomadamatorino.it/it/node/25255
2696/C;;manifattura Du Paquier - Vienna;XVIII;figure mitologiche;porcellana;http://93.62.170.226/foto/M0001982.jpg;http://www.palazzomadamatorino.it/it/node/8544
2698/C;;manifattura Du Paquier - Vienna;1725 - 1735;divinita' marine;porcellana;http://93.62.170.226/foto/M0001984.jpg;http://www.palazzomadamatorino.it/it/node/25256
2699/C;;manifattura Du Paquier - Vienna;XVIII;catino e brocca;porcellana;http://93.62.170.226/foto/M0001985.jpg;http://www.palazzomadamatorino.it/it/node/28763
0314/D;;pittore veneziano;XVIII;Venere e Diana;olio su tela/ legno intagliato/ dorato;http://93.62.170.226/foto/M0003012.jpg;http://www.palazzomadamatorino.it/it/node/9401
0328/D;;cerchia di Gerrit Van Honthorst;XVII;Lucrezia morente;olio su tela;http://93.62.170.226/foto/M0003031.jpg;http://www.palazzomadamatorino.it/it/node/9415
0335/D;;pittore ignoto;XIX;astronomo Barone Giovanni Plana;acquerello;http://93.62.170.226/foto/M0003038.jpg;http://www.palazzomadamatorino.it/it/node/9421
0338/D;;maniera di Michele Antonio Rapous;XVIII;cesto di fiori su capitello/ fiori sparsi per terra;olio su tela;http://93.62.170.226/foto/M0003041.jpg;http://www.palazzomadamatorino.it/it/node/9424
0339/D;;maniera di Michele Antonio Rapous;XIX;vaso azzurro con fiori/ cesto con fiori;olio su tela;http://93.62.170.226/foto/M0003042.jpg;http://www.palazzomadamatorino.it/it/node/9425
0343/D;;maniera di Michele Antonio Rapous;XIX (?);vaso con fiori/ uccello su ramo;olio su tela;http://93.62.170.226/foto/M0003046.jpg;http://www.palazzomadamatorino.it/it/node/9429
0373/D;;pittore francese;sec. XVIII;Educazione della Vergine;olio su tela;http://93.62.170.226/foto/M0003076.jpg;http://www.palazzomadamatorino.it/it/node/9450
0376/D;;miniatore svizzero;XVIII;Maria Cristina di Francia con il ritratto del marito Vittorio Amedeo I;tempera su pergamena riportata su rame;http://93.62.170.226/foto/M0003079.jpg;http://www.palazzomadamatorino.it/it/node/9453
0377/D;;maniera di Frans Snyders;XVIII;caccia al cervo;olio su tela;http://93.62.170.226/foto/M0003080.jpg;http://www.palazzomadamatorino.it/it/node/9454
0378/D;;maniera di Frans Snyders;XVIII;caccia all'orso;olio su tela;http://93.62.170.226/foto/M0003081.jpg;http://www.palazzomadamatorino.it/it/node/9455
0383/D;Ignoto;;XIX ca.;Adorazione dei Magi;olio su tela;http://93.62.170.226/foto/M0003087.jpg;http://www.palazzomadamatorino.it/it/node/9461
0410/D;;cerchia di Luigi Miradori detto il Genovesino;XVII;La Fuga in Egitto;olio su tela;http://93.62.170.226/foto/M0003114.jpg;http://www.palazzomadamatorino.it/it/node/9486
0411/D;;pittore ignoto;XVIII;ritratto di Ludovica di Savoia;olio su tela;http://93.62.170.226/foto/M0003115.jpg;http://www.palazzomadamatorino.it/it/node/9487
0412/D;;pittore ignoto;XVII;Olimpia di Savoia-Soissons (Olimpia Mancini);olio su tela;http://93.62.170.226/foto/M0003116.jpg;http://www.palazzomadamatorino.it/it/node/9488
0413/D;;pittore ignoto;XVII;fiori;olio su tela;http://93.62.170.226/foto/M0003117.jpg;http://www.palazzomadamatorino.it/it/node/9489
0414/D;;pittore ignoto;XVIII;cestello di vimini con mazzo di fiori;olio su tavola;http://93.62.170.226/foto/M0003118.jpg;http://www.palazzomadamatorino.it/it/node/9490
0426/D;;pittore piemontese;XVIII;dipinto;olio su tela;http://93.62.170.226/foto/M0003129.jpg;http://www.palazzomadamatorino.it/it/node/28782
0427/D;;artista tirolese;ca. 1520 - ca. 1520;l'Annunciazione/ la Nativita'/ l'Adorazione dei Magi;olio su tavola/ legno intagliato;http://93.62.170.226/foto/M0003130.jpg;http://www.palazzomadamatorino.it/it/node/9499
0429/D;Spanzotti Giovanni Martino;bottega di Martino Spanzotti;1490 - 1500;Cristo nel sarcofago/ quattro angeli;tempera su tavola;http://93.62.170.226/foto/M0003132.jpg;http://www.palazzomadamatorino.it/it/node/9500
0432/D;;Collaboratore di Jean Bapteur;ca. 1440 - ca. 1440;Crocifissione con donatrice;tempera su tavola;http://93.62.170.226/foto/M0003135.jpg;http://www.palazzomadamatorino.it/it/node/25270
0443/D;;maestro franco-piemontese;ca. 1470 - ca. 1480;Annunciazione;tempera su tavola;http://93.62.170.226/foto/M0003146.jpg;http://www.palazzomadamatorino.it/it/node/25274
0444/D;;maestro franco-piemontese;ca. 1470 - ca. 1480;Strage degli Innocenti;tempera su tavola;http://93.62.170.226/foto/M0003147.jpg;http://www.palazzomadamatorino.it/it/node/25275
0445/D;;maestro franco-piemontese;ca. 1470 - ca. 1480;Nativita';tempera su tavola;http://93.62.170.226/foto/M0003148A.jpg;http://www.palazzomadamatorino.it/it/node/9510
0446/D;;maestro franco-piemontese;ca. 1470 - ca. 1480;Disputa nel Tempio;tempera su tavola;http://93.62.170.226/foto/M0003149.jpg;http://www.palazzomadamatorino.it/it/node/25276
0453/D;;cerchia di Gandolfino;ca. 1520 - ca. 1530;Cristo nell'orto degli ulivi/ Adorazione del Bambino e Santi;tempera su tavola;http://93.62.170.226/foto/M0003156A.jpg;http://www.palazzomadamatorino.it/it/node/9515
0467/D;;pittore maiorchino;ca. 1330 - ca. 1330;Madonna col Bambino;tempera su tavola;http://93.62.170.226/foto/M0003170.jpg;http://www.palazzomadamatorino.it/it/node/25281
0473/D;Maestro del polittico Tana;pittore valsesiano;post 1503 - post 1503;Adorazione del Bambino/ due santi/ Cristo/ apostoli;tempera su tavola;http://93.62.170.226/foto/M0003176.jpg;http://www.palazzomadamatorino.it/it/node/9528
0481/D;;bottega di Defendente Ferrari;XVI;Incontro di Sant' Anna con San Gioacchino;tempera su tavola;http://93.62.170.226/foto/M0003184.jpg;http://www.palazzomadamatorino.it/it/node/9533
0482/D;;bottega di Defendente Ferrari;XVI;Presentazione della Madonna al Tempio;tempera su tavola;http://93.62.170.226/foto/M0003185.jpg;http://www.palazzomadamatorino.it/it/node/9534
0484/D;;bottega di Defendente Ferrari;XVI;Martirio di un Santo nella caldaia;tempera su tavola;http://93.62.170.226/foto/M0003187.jpg;http://www.palazzomadamatorino.it/it/node/9536
0494/D;Gandolfino da Roreto;pittore piemontese;XVI;Nativita';tempera su tavola;http://93.62.170.226/foto/M0003197.jpg;http://www.palazzomadamatorino.it/it/node/9546
0499/D;;bottega di Defendente Ferrari;XVI;Visitazione;tempera su tavola;http://93.62.170.226/foto/M0003202.jpg;http://www.palazzomadamatorino.it/it/node/9551
0501/D;;bottega di Defendente Ferrari;XVI;Visitazione;tempera su tavola;http://93.62.170.226/foto/M0003204.jpg;http://www.palazzomadamatorino.it/it/node/9553
0502/D;;bottega di Defendente Ferrari;XVI;La Fuga in Egitto;tempera su tavola;http://93.62.170.226/foto/M0003205.jpg;http://www.palazzomadamatorino.it/it/node/9554
0518/D;;cerchia di Gerolamo Giovenone;XVI;Sposalizio mistico di Santa Caterina;olio su tavola;http://93.62.170.226/foto/M0003221.jpg;http://www.palazzomadamatorino.it/it/node/9569
0524/D;;bottega di Angelo Maria Crivelli detto il Crivellone;XVII - XVIII;tacchini e colombi;olio su tela;http://93.62.170.226/foto/M0003227.jpg;http://www.palazzomadamatorino.it/it/node/9575
0525/D;;bottega di Angelo Maria Crivelli detto il Crivellone;XVII - XVIII;aironi e anatre;olio su tela;http://93.62.170.226/foto/M0003228.jpg;http://www.palazzomadamatorino.it/it/node/9576
0530/D;Maestro delle Residenze Sabaude;pittore piemontese;ca. 1670 - ca. 1670;castello del Valentino;olio su tela;http://93.62.170.226/foto/M0003233.jpg;http://www.palazzomadamatorino.it/it/node/9581
0531/D;Maestro delle Residenze Sabaude;pittore piemontese;1663 - 1672;castello di Venaria;olio su tela;http://93.62.170.226/foto/M0003234.jpg;http://www.palazzomadamatorino.it/it/node/9582
0532/D;Maestro delle Residenze Sabaude;pittore piemontese;ca. 1670 - ca. 1670;vigna di Madama Reale;olio su tela;http://93.62.170.226/foto/M0003235.jpg;http://www.palazzomadamatorino.it/it/node/9583
0533/D;Maestro delle Residenze Sabaude;pittore piemontese;ca. 1670 - ca. 1670;castello di Rivoli;olio su tela;http://93.62.170.226/foto/M0003236.jpg;http://www.palazzomadamatorino.it/it/node/9584
0536/D;;pittore piemontese;XVIII;Giovanni Lorenzo Lagrange;olio su tela;http://93.62.170.226/foto/M0003239.jpg;http://www.palazzomadamatorino.it/it/node/9585
0538/D;;cerchia di Vittorio Amedeo Cignaroli;XVIII;paesaggio;olio su tela;http://93.62.170.226/foto/M0003241.jpg;http://www.palazzomadamatorino.it/it/node/9587
0564/D;;pittore napoletano;ca. 1740 - ca. 1740;Vittorio Amedeo II;olio su tela;http://93.62.170.226/foto/M0003267.jpg;http://www.palazzomadamatorino.it/it/node/9605
0573/D;;pittore piemontese;XVIII;Incredulita' di San Tommaso;olio su tela;http://93.62.170.226/foto/M0003276.jpg;http://www.palazzomadamatorino.it/it/node/9612
0578/D;;pittore caravaggesco francese;ca. 1620 - ca. 1620;Apollo;olio su tela;http://93.62.170.226/foto/M0003281.jpg;http://www.palazzomadamatorino.it/it/node/9614
0580/D;;pittore ignoto;1590 - 1595;Caterina Micaela;olio su tela;http://93.62.170.226/foto/M0003283.jpg;http://www.palazzomadamatorino.it/it/node/25306
0589/D;;pittore fiammingo;XVII;ritratto di gentiluomo;olio su tela;http://93.62.170.226/foto/M0003292.jpg;http://www.palazzomadamatorino.it/it/node/9620
0597/D;;pittore fiammingo;XVII;gentildonna;olio su tela;http://93.62.170.226/foto/M0003300.jpg;http://www.palazzomadamatorino.it/it/node/9628
1201/C;;manifattura di Savona;XVIII;piatto;maiolica;http://93.62.170.226/foto/M0003304.jpg;http://www.palazzomadamatorino.it/it/node/28783
1202/C;;fabbrica Delvecchio - Napoli;XVIII;putti/ caprone e fiori;terraglia;http://93.62.170.226/foto/M0003305.jpg;http://www.palazzomadamatorino.it/it/node/9632
1203/C;;fabbrica dell' Alto Lazio - Viterbo;XV - XVI;boccale;maiolica/ ceramica smaltata;http://93.62.170.226/foto/M0003306.jpg;http://www.palazzomadamatorino.it/it/node/28784
1204/C;;fabbrica di Faenza;;testa di donna;maiolica;http://93.62.170.226/foto/M0003307.jpg;http://www.palazzomadamatorino.it/it/node/9633
1207/C;;manifattura di Vische;XVIII;piattino;;http://93.62.170.226/foto/M0003310.jpg;http://www.palazzomadamatorino.it/it/node/28785
1209/C;;fabbrica Delvecchio - Napoli;XVIII;veduta di Chiaja;terraglia;http://93.62.170.226/foto/M0003312.jpg;http://www.palazzomadamatorino.it/it/node/9637
1210/C;;islamico;;vaso;maiolica;http://93.62.170.226/foto/M0003313.jpg;http://www.palazzomadamatorino.it/it/node/28786
1211/C;;fabbrica di Faenza;;animale;terracotta;http://93.62.170.226/foto/M0003314.jpg;http://www.palazzomadamatorino.it/it/node/9638
1212/C;;fabbrica di Faenza;;scudo con scritta;maiolica;http://93.62.170.226/foto/M0003315.jpg;http://www.palazzomadamatorino.it/it/node/9639
1213/C;;fabbrica di Faenza;;scritta;maiolica;http://93.62.170.226/foto/M0003316.jpg;http://www.palazzomadamatorino.it/it/node/9640
1214/C;;fabbrica di Faenza;;personaggio maschile;terraglia;http://93.62.170.226/foto/M0003317.jpg;http://www.palazzomadamatorino.it/it/node/9641
1215/C;;fabbrica di Faenza;;animale;terraglia;http://93.62.170.226/foto/M0003318.jpg;http://www.palazzomadamatorino.it/it/node/9642
1216/C;;fabbrica di Montelupo;;stella a sei punte;maiolica;http://93.62.170.226/foto/M0003319.jpg;http://www.palazzomadamatorino.it/it/node/9643
1217/C;;fabbrica di Faenza;;animale;terraglia;http://93.62.170.226/foto/M0003320.jpg;http://www.palazzomadamatorino.it/it/node/9644
1226/C;;fabbrica romagnola;XVI;coppetta;maiolica/ ceramica smaltata/ ceramica invetriata;http://93.62.170.226/foto/M0003329A.jpg;http://www.palazzomadamatorino.it/it/node/28794
1227/C;;fabbrica romagnola;XVI;campana e croce sul globo;maiolica/ ceramica smaltata/ ceramica invetriata;http://93.62.170.226/foto/M0003330A.jpg;http://www.palazzomadamatorino.it/it/node/9646
1229/C;;manifattura Cozzi - Venezia;XVIII;palazzo e cortile con fontana;porcellana;http://93.62.170.226/foto/M0003332.jpg;http://www.palazzomadamatorino.it/it/node/9647
1230/C;;manifattura Cozzi - Venezia;XVIII;giardino e festone;porcellana;http://93.62.170.226/foto/M0003333.jpg;http://www.palazzomadamatorino.it/it/node/9648
1236/C;;manifattura di Meissen;XVIII;tazzina;porcellana;http://93.62.170.226/foto/M0003339.jpg;http://www.palazzomadamatorino.it/it/node/28798
1237/C;;manifattura di Savona;XVII;piatto;maiolica;http://93.62.170.226/foto/M0003340.jpg;http://www.palazzomadamatorino.it/it/node/28799
1239/C;;fabbrica di Vinovo;XVIII;Vittorio Amedeo III;biscuit/ avorio;http://93.62.170.226/foto/M0003342.jpg;http://www.palazzomadamatorino.it/it/node/9653
1240/C;;fabbrica di Milano;XVIII;piatto;maiolica;http://93.62.170.226/foto/M0003343.jpg;http://www.palazzomadamatorino.it/it/node/28800
1270/C;;manifattura di Castelli;;coppa;maiolica;http://93.62.170.226/foto/M0003373.jpg;http://www.palazzomadamatorino.it/it/node/28813
1295/C;;fabbrica di Vinovo;XVIII;giovinetto con cane;porcellana;http://93.62.170.226/foto/M0003398.jpg;http://www.palazzomadamatorino.it/it/node/9688
1309/C;;manifattura di Vische;XVIII;giovinetto con cappello ripieno di fiori;porcellana;http://93.62.170.226/foto/M0003412.jpg;http://www.palazzomadamatorino.it/it/node/9702
1342/C;;fabbrica veneta;XVIII;piatto;maiolica;http://93.62.170.226/foto/M0003445.jpg;http://www.palazzomadamatorino.it/it/node/28846
1343/C;;manifattura di Savona;XVIII;uccelli;maiolica;http://93.62.170.226/foto/M0003446.jpg;http://www.palazzomadamatorino.it/it/node/9707
1365/C;;fabbrica di Torino;XVIII;piatto;maiolica;http://93.62.170.226/foto/M0003468.jpg;http://www.palazzomadamatorino.it/it/node/28858
1395/C;;manifattura di Savona;XVII;fauni/ stemma/ busto di profilo;maiolica;http://93.62.170.226/foto/M0003498.jpg;http://www.palazzomadamatorino.it/it/node/9727
3423/C;;fabbrica di Pesaro;XVI;fiori stilizzati/ animali/ figure umane;maiolica invetriata;http://93.62.170.226/foto/M0003626A.jpg;http://www.palazzomadamatorino.it/it/node/9806
3292/C;;fabbrica di Venezia;XVIII;vaso con coperchio;maiolica;http://93.62.170.226/foto/M0001325A.jpg;http://www.palazzomadamatorino.it/it/node/28622
3293/C;;manifattura di Savona;XVIII;tentazione di Adamo ed Eva;maiolica;http://93.62.170.226/foto/M0001326.jpg;http://www.palazzomadamatorino.it/it/node/8152
3294/C;;manifattura di Savona;XVII;stemma con ai lati: trionfo di un Cesare e figura femminile con guerriero;maiolica;http://93.62.170.226/foto/M0001327.jpg;http://www.palazzomadamatorino.it/it/node/8153
3295/C;;manifattura di Savona;XVII;sacrificio dell'agnello;maiolica;http://93.62.170.226/foto/M0001328.jpg;http://www.palazzomadamatorino.it/it/node/8154
3298/C;;manifattura di Savona;XVII;Mercurio e il leopardo;maiolica;http://93.62.170.226/foto/M0001331.jpg;http://www.palazzomadamatorino.it/it/node/8157
3299/C;;manifattura di Savona;XVII;figura allegorica;maiolica;http://93.62.170.226/foto/M0001332.jpg;http://www.palazzomadamatorino.it/it/node/8158
3301/C;;manifattura di Savona;XVII;stemma con figure femminili e putti/ Apollo e figure armate;maiolica;http://93.62.170.226/foto/M0001334.jpg;http://www.palazzomadamatorino.it/it/node/8159
3302/C;;manifattura di Savona;XVII;stemma/ putti/ cacciata dal paradiso terrestre;maiolica;http://93.62.170.226/foto/M0001335.jpg;http://www.palazzomadamatorino.it/it/node/8160
3303/C;;manifattura di Savona;XVII;putti e fogliame/ scritta/ figura femminile;maiolica;http://93.62.170.226/foto/M0001336.jpg;http://www.palazzomadamatorino.it/it/node/8161
3304/C-a;;manifattura di Savona;XVII;stemma/ putti e figure femminili/ un cavallo e una figura;maiolica;http://93.62.170.226/foto/M0001337.jpg;http://www.palazzomadamatorino.it/it/node/8162
3304/C-b;;manifattura di Savona;XVII;guerriero a cavallo/ stemma/ putti e mostri marini;maiolica;http://93.62.170.226/foto/M0001338.jpg;http://www.palazzomadamatorino.it/it/node/8163
3305/C;;fabbrica ligure;;putti e suonatrice di cetra;maiolica;http://93.62.170.226/foto/M0001339.jpg;http://www.palazzomadamatorino.it/it/node/8164
3307/C;;manifattura di Savona;XVII;putti/ cartiglio;maiolica;http://93.62.170.226/foto/M0001341.jpg;http://www.palazzomadamatorino.it/it/node/8166
3308/C;;fabbrica Pesce;;scene di animali e paesaggio/ scritta;maiolica;http://93.62.170.226/foto/M0001342.jpg;http://www.palazzomadamatorino.it/it/node/8167
3310/C;Bruschi Gaspero;Periodo Ginori Carlo (1737-1757);XVIII;fauno danzante;porcellana;http://93.62.170.226/foto/m0001344.jpg;http://www.palazzomadamatorino.it/it/node/25196
3311/C;;arte napoletana;XIX;figure in costumi regionali;terraglia;http://93.62.170.226/foto/M0001345.jpg;http://www.palazzomadamatorino.it/it/node/8169
3333/C-I;;fabbrica di Wedgwood - Inghilterra;XIX;paesaggio;terraglia;http://93.62.170.226/foto/M0001367.jpg;http://www.palazzomadamatorino.it/it/node/8174
3380/C;;bottega di Andrea della Robbia;ca. 1490 - ca. 1490;imperatore Antonino Pio;terracotta maiolicata;http://93.62.170.226/foto/M0001416.jpg;http://www.palazzomadamatorino.it/it/node/25197
3383/C;;ambito piemontese;sec. XVIII;personaggi cinesi;scagliola dipinta;http://93.62.170.226/foto/M0001419.jpg;http://www.palazzomadamatorino.it/it/node/8177
3386/C;;fabbrica ligure;sec. XVIII;paesaggio;maiolica dipinta;http://93.62.170.226/foto/M0001422.jpg;http://www.palazzomadamatorino.it/it/node/8179
3389/C-a;;manifattura torinese;XIX;Isabella di Capua Gonzaga;terracotta invetriata/ legno;http://93.62.170.226/foto/M0001425.jpg;http://www.palazzomadamatorino.it/it/node/8182
3389/C-b;;manifattura torinese;XIX;Isotta Malatesta;terracotta invetriata/ legno;http://93.62.170.226/foto/M0001426.jpg;http://www.palazzomadamatorino.it/it/node/8183
3390/C;;fabbrica ligure;;paesaggio con viandanti e scritta;maiolica;http://93.62.170.226/foto/M0001427.jpg;http://www.palazzomadamatorino.it/it/node/8184
3392/C;;fabbrica di Vinovo;XIX;testa di Vestale;biscuit/ marmo;http://93.62.170.226/foto/M0001429.jpg;http://www.palazzomadamatorino.it/it/node/8185
0603/D;;pittore fiammingo;XVIII;veduta della Senna a Parigi dal Pont Neuf con statua equestre di Enrico IV;olio su tela;http://93.62.170.226/foto/M0001503.jpg;http://www.palazzomadamatorino.it/it/node/8196
0604/D;;pittore fiammingo;XVIII;veduta della Senna a Parigi col Pont Neuf;olio su tela;http://93.62.170.226/foto/M0001504.jpg;http://www.palazzomadamatorino.it/it/node/8197
0607/D;;pittore olandese;XVII;fiori in boccia di vetro;olio su tavola trasferito su tela;http://93.62.170.226/foto/M0001507.jpg;http://www.palazzomadamatorino.it/it/node/8200
0608/D;;pittore olandese;XVII;fiori in boccia di vetro;olio su tavola trasferito su tela;http://93.62.170.226/foto/M0001508.jpg;http://www.palazzomadamatorino.it/it/node/8201
0610/D;;pittore piemontese;ca. 1640 - ca. 1640;ritratto di Cristina di Francia con i figli;olio su tela;http://93.62.170.226/foto/M0001510.jpg;http://www.palazzomadamatorino.it/it/node/25199
0611/D;;pittore piemontese;XVI;ritratto di Carlo Emanuele I con la moglie Caterina d'Austria e i figli;olio su tela;http://93.62.170.226/foto/M0001511.jpg;http://www.palazzomadamatorino.it/it/node/8202
0694/D;;pittore lombardo;XVIII;Salomone adora gli idoli;olio su tela applicata su tavola;http://93.62.170.226/foto/M0001595.jpg;http://www.palazzomadamatorino.it/it/node/8264
